origin,age,gender,education,degree,language,job_level,current_role,hired
united_states,29,male,college,other,c,junior,developer,yes
united_states,29,male,college,stem,c,junior,developer,yes
africa,29,male,college,other,c,junior,developer,yes
asia,29,male,college,stem,c,junior,developer,yes
united_states,29,male,college,other,c,junior,developer,yes
united_states,29,male,college,other,c,junior,developer,yes
united_states,29,male,college,other,c,junior,developer,yes
asia,29,male,college,computer_science,c,junior,developer,yes
asia,29,female,college,computer_science,c,junior,developer,yes
asia,29,male,college,stem,c,junior,developer,yes
united_states,29,male,college,other,js,junior,developer,yes
europe,29,male,college,computer_science,js,junior,developer,yes
asia,29,male,college,stem,python,manager,data_scientist,yes
united_states,29,male,college,other,c,senior,administrator,no
united_states,29,male,college,computer_science,c,senior,administrator,no
united_states,29,female,college,other,c,senior,administrator,no
canada,29,female,college,other,js,senior,data_scientist,yes
united_states,29,female,college,other,js,senior,data_scientist,yes
asia,29,male,college,other,c,senior,developer,no
asia,29,male,college,computer_science,c,senior,developer,no
united_states,29,male,college,other,c,senior,developer,no
africa,29,male,college,other,c,senior,developer,no
europe,29,male,college,other,js,senior,developer,no
asia,29,male,college,stem,python,senior,developer,no
united_states,29,male,high_school,computer_science,c,senior,administrator,no
united_states,29,male,high_school,other,c,senior,administrator,no
asia,29,male,high_school,stem,python,student,data_scientist,yes
united_states,29,male,post_graduate,other,c,freelancer,developer,yes
europe,29,female,post_graduate,other,c,junior,developer,yes
united_states,29,female,post_graduate,other,c,junior,developer,yes
united_states,29,male,post_graduate,other,c,junior,developer,yes
europe,29,male,post_graduate,other,js,junior,developer,yes
europe,29,female,post_graduate,other,js,junior,developer,yes
middle_east,29,male,post_graduate,other,python,manager,data_scientist,yes
middle_east,29,male,post_graduate,other,c,manager,developer,no
united_states,29,male,post_graduate,other,c,manager,developer,no
united_states,29,male,post_graduate,other,c,senior,administrator,no
united_states,29,male,post_graduate,other,c,senior,administrator,no
united_states,29,male,post_graduate,other,python,senior,data_scientist,yes
asia,29,male,post_graduate,computer_science,python,senior,data_scientist,yes
europe,29,male,post_graduate,other,js,senior,developer,no
united_states,29,non-binary,post_graduate,stem,python,senior,developer,no
united_states,29,female,post_graduate,other,python,student,data_scientist,yes
europe,30,male,college,other,c,freelancer,developer,yes
asia,30,male,college,stem,sql,freelancer,developer,no
united_states,30,male,college,computer_science,js,junior,data_scientist,yes
europe,30,male,college,other,js,junior,data_scientist,yes
united_states,30,female,college,other,python,junior,data_scientist,yes
asia,30,female,college,stem,python,junior,data_scientist,yes
united_states,30,male,college,other,python,junior,data_scientist,yes
united_states,30,female,college,other,python,junior,data_scientist,yes
united_states,30,female,college,stem,c,junior,developer,yes
united_states,30,female,college,other,c,junior,developer,yes
united_states,30,male,college,other,c,junior,developer,yes
united_states,30,male,college,other,c,junior,developer,yes
asia,30,male,college,computer_science,c,junior,developer,yes
europe,30,male,college,stem,js,junior,developer,yes
south_america,30,male,college,other,js,junior,developer,yes
europe,30,male,college,computer_science,c,manager,administrator,no
united_states,30,male,college,other,js,manager,developer,no
united_states,30,male,college,other,c,senior,administrator,no
canada,30,male,college,computer_science,c,senior,administrator,no
united_states,30,female,college,other,js,senior,data_scientist,yes
australia,30,male,college,other,js,senior,data_scientist,yes
united_states,30,non-binary,college,other,js,senior,data_scientist,yes
south_america,30,male,college,computer_science,js,senior,data_scientist,yes
asia,30,male,college,stem,python,senior,data_scientist,yes
asia,30,male,college,stem,python,senior,data_scientist,yes
united_states,30,male,college,computer_science,c,senior,developer,no
africa,30,male,college,computer_science,c,senior,developer,no
australia,30,female,college,other,c,senior,developer,no
asia,30,male,college,other,c,senior,developer,no
united_states,30,male,college,stem,c,senior,developer,no
united_states,30,male,college,other,c,senior,developer,no
canada,30,male,high_school,other,c,senior,administrator,no
europe,30,male,high_school,stem,c,senior,developer,no
united_states,30,male,high_school,other,c,senior,developer,no
south_america,30,male,high_school,other,js,senior,developer,no
asia,30,male,post_graduate,other,sql,freelancer,developer,no
europe,30,male,post_graduate,other,js,freelancer,developer,yes
united_states,30,male,post_graduate,stem,python,junior,data_scientist,yes
united_states,30,male,post_graduate,stem,js,junior,developer,yes
asia,30,female,post_graduate,computer_science,js,junior,developer,yes
asia,30,male,post_graduate,stem,python,manager,data_scientist,yes
united_states,30,female,post_graduate,computer_science,python,new_grad,data_scientist,yes
europe,30,male,post_graduate,computer_science,c,senior,administrator,no
asia,30,male,post_graduate,computer_science,c,senior,developer,no
europe,30,male,post_graduate,computer_science,python,student,data_scientist,yes
africa,31,male,college,computer_science,js,junior,data_scientist,yes
united_states,31,female,college,other,js,junior,data_scientist,yes
united_states,31,male,college,other,c,junior,developer,yes
united_states,31,male,college,other,c,junior,developer,yes
united_states,31,male,college,other,c,junior,developer,yes
united_states,31,female,college,other,js,junior,developer,yes
united_states,31,male,college,other,js,junior,developer,yes
united_states,31,female,college,other,python,junior,developer,yes
united_states,31,male,college,other,python,junior,developer,yes
united_states,31,male,college,other,python,manager,data_scientist,yes
asia,31,male,college,stem,js,senior,data_scientist,yes
asia,31,male,college,other,js,senior,data_scientist,yes
asia,31,male,college,computer_science,python,senior,data_scientist,yes
asia,31,male,college,stem,c,senior,developer,no
asia,31,male,college,stem,c,senior,developer,no
europe,31,male,college,other,js,senior,developer,no
europe,31,female,college,other,js,senior,developer,no
europe,31,male,college,other,js,senior,developer,no
asia,31,male,college,other,python,student,data_scientist,yes
asia,31,male,high_school,stem,java,senior,developer,no
united_states,31,male,high_school,other,python,student,data_scientist,yes
europe,31,male,post_graduate,other,python,freelancer,data_scientist,yes
europe,31,male,post_graduate,other,js,junior,data_scientist,yes
united_states,31,female,post_graduate,other,c,junior,developer,yes
canada,31,male,post_graduate,computer_science,c,junior,developer,yes
asia,31,male,post_graduate,computer_science,java,junior,developer,yes
europe,31,female,post_graduate,other,python,senior,data_scientist,yes
united_states,31,male,post_graduate,other,python,senior,data_scientist,yes
united_states,31,male,post_graduate,other,python,senior,data_scientist,yes
south_america,31,male,post_graduate,other,java,senior,developer,no
united_states,31,male,post_graduate,computer_science,js,senior,developer,no
asia,32,male,college,other,python,freelancer,data_scientist,yes
asia,32,male,college,stem,c,freelancer,developer,yes
europe,32,male,college,other,c,freelancer,developer,yes
united_states,32,male,college,other,c,freelancer,developer,yes
asia,32,female,college,computer_science,js,junior,data_scientist,yes
europe,32,male,college,stem,python,junior,data_scientist,yes
united_states,32,female,college,other,python,junior,data_scientist,yes
united_states,32,female,college,other,python,junior,data_scientist,yes
united_states,32,male,college,other,python,junior,data_scientist,yes
canada,32,male,college,other,c,junior,developer,yes
united_states,32,male,college,other,c,junior,developer,yes
united_states,32,male,college,other,c,junior,developer,yes
europe,32,female,college,other,c,junior,developer,yes
africa,32,male,college,other,c,junior,developer,yes
united_states,32,male,college,other,c,junior,developer,yes
united_states,32,male,college,other,c,junior,developer,yes
europe,32,female,college,other,js,junior,developer,no
united_states,32,male,college,other,c,senior,administrator,no
united_states,32,male,college,other,c,senior,administrator,no
asia,32,male,college,computer_science,js,senior,data_scientist,yes
asia,32,male,college,computer_science,js,senior,data_scientist,yes
united_states,32,male,college,computer_science,python,senior,data_scientist,yes
united_states,32,male,college,stem,python,senior,data_scientist,yes
europe,32,male,college,other,c,senior,developer,yes
asia,32,female,college,other,c,senior,developer,yes
africa,32,male,college,stem,c,senior,developer,yes
united_states,32,male,college,other,c,senior,developer,yes
south_america,32,male,college,computer_science,java,senior,developer,yes
asia,32,female,college,computer_science,java,senior,developer,yes
united_states,32,male,college,other,js,senior,developer,yes
united_states,32,male,college,other,js,senior,developer,yes
united_states,32,male,college,other,js,senior,developer,yes
europe,32,female,college,other,js,student,data_scientist,yes
united_states,32,male,high_school,stem,js,manager,developer,no
united_states,32,female,high_school,other,c,senior,administrator,no
europe,32,male,high_school,other,js,senior,data_scientist,yes
europe,32,male,high_school,other,js,senior,developer,yes
europe,32,male,high_school,computer_science,js,student,data_scientist,yes
europe,32,female,high_school,other,python,student,data_scientist,yes
europe,32,male,post_graduate,other,js,junior,data_scientist,yes
united_states,32,male,post_graduate,other,python,junior,data_scientist,yes
europe,32,male,post_graduate,other,python,junior,data_scientist,yes
europe,32,female,post_graduate,other,python,junior,data_scientist,yes
europe,32,female,post_graduate,other,js,junior,developer,no
asia,32,female,post_graduate,other,c,senior,administrator,no
europe,32,female,post_graduate,other,c,senior,administrator,no
middle_east,32,male,post_graduate,stem,python,senior,data_scientist,yes
united_states,32,male,post_graduate,stem,python,senior,data_scientist,yes
canada,32,male,post_graduate,other,c,senior,developer,yes
asia,32,male,post_graduate,stem,java,senior,developer,yes
europe,32,male,post_graduate,computer_science,js,senior,developer,yes
europe,32,male,post_graduate,stem,python,student,data_scientist,yes
united_states,32,male,post_graduate,other,python,student,data_scientist,yes
europe,32,female,post_graduate,other,python,student,data_scientist,yes
europe,33,male,college,other,python,junior,data_scientist,yes
united_states,33,male,college,other,c,junior,developer,no
europe,33,male,college,other,c,junior,developer,no
united_states,33,female,college,other,c,junior,developer,no
united_states,33,male,college,other,c,junior,developer,no
united_states,33,male,college,other,js,junior,developer,no
united_states,33,female,college,other,js,junior,developer,no
united_states,33,male,college,other,python,junior,developer,no
africa,33,female,college,other,c,new_grad,developer,no
south_america,33,male,college,computer_science,c,senior,administrator,no
middle_east,33,male,college,stem,java,senior,administrator,no
asia,33,male,college,stem,java,senior,administrator,no
asia,33,male,college,stem,java,senior,administrator,no
asia,33,male,college,stem,python,senior,data_scientist,yes
united_states,33,male,college,other,python,senior,data_scientist,yes
united_states,33,female,college,other,python,senior,data_scientist,yes
australia,33,male,college,other,python,senior,data_scientist,yes
europe,33,male,college,computer_science,c,senior,developer,yes
united_states,33,male,college,computer_science,c,senior,developer,yes
united_states,33,male,college,other,c,senior,developer,yes
united_states,33,male,college,other,c,senior,developer,yes
united_states,33,male,college,other,c,senior,developer,yes
south_america,33,male,college,computer_science,java,senior,developer,yes
europe,33,male,college,other,java,senior,developer,yes
south_america,33,female,college,computer_science,java,senior,developer,yes
united_states,33,male,high_school,stem,python,junior,data_scientist,yes
asia,33,male,high_school,other,python,senior,data_scientist,yes
united_states,33,male,high_school,other,c,senior,developer,yes
united_states,33,male,high_school,no_degree,python,senior,developer,yes
europe,33,male,post_graduate,stem,c,freelancer,developer,yes
asia,33,male,post_graduate,stem,js,junior,data_scientist,yes
europe,33,male,post_graduate,other,js,junior,data_scientist,yes
south_america,33,male,post_graduate,computer_science,java,junior,developer,no
europe,33,female,post_graduate,other,js,junior,developer,no
europe,33,male,post_graduate,other,js,junior,developer,no
europe,33,male,post_graduate,other,c,senior,administrator,no
africa,33,male,post_graduate,computer_science,c,senior,administrator,no
europe,33,male,post_graduate,stem,c,senior,developer,yes
asia,33,male,post_graduate,other,java,senior,developer,yes
europe,33,male,post_graduate,other,java,senior,developer,yes
united_states,33,male,post_graduate,other,js,senior,developer,yes
asia,33,male,post_graduate,other,js,senior,developer,yes
europe,33,male,post_graduate,other,js,student,data_scientist,yes
united_states,34,male,college,other,python,junior,data_scientist,yes
united_states,34,male,college,other,c,junior,developer,no
united_states,34,female,college,other,c,junior,developer,no
united_states,34,male,college,other,c,junior,developer,no
asia,34,male,college,computer_science,c,junior,developer,no
australia,34,female,college,other,c,junior,developer,no
europe,34,female,college,other,java,junior,developer,no
united_states,34,female,college,other,js,junior,developer,no
europe,34,male,college,other,js,junior,developer,no
united_states,34,male,college,other,js,junior,developer,no
united_states,34,female,college,other,python,junior,developer,no
united_states,34,male,college,other,c,manager,developer,no
united_states,34,male,college,stem,c,senior,administrator,no
asia,34,male,college,computer_science,c,senior,administrator,no
asia,34,male,college,stem,java,senior,administrator,no
europe,34,male,college,other,js,senior,data_scientist,yes
united_states,34,male,college,other,js,senior,data_scientist,yes
united_states,34,male,college,other,c,senior,developer,yes
united_states,34,female,college,stem,c,senior,developer,yes
united_states,34,male,college,other,c,senior,developer,yes
asia,34,male,college,stem,java,senior,developer,yes
europe,34,male,college,other,js,senior,developer,yes
middle_east,34,male,college,stem,sql,senior,developer,no
united_states,34,male,college,other,js,student,data_scientist,yes
europe,34,female,college,other,python,student,data_scientist,yes
united_states,34,male,high_school,other,python,junior,data_scientist,yes
asia,34,male,high_school,other,js,junior,developer,no
asia,34,male,high_school,other,python,new_grad,data_scientist,yes
united_states,34,female,high_school,other,c,senior,developer,yes
south_america,34,male,high_school,other,java,senior,developer,yes
united_states,34,male,high_school,other,js,senior,developer,yes
south_america,34,male,high_school,computer_science,js,senior,developer,yes
europe,34,male,post_graduate,stem,c,junior,developer,no
europe,34,male,post_graduate,other,java,junior,developer,no
asia,34,male,post_graduate,stem,js,junior,developer,no
united_states,34,female,post_graduate,stem,python,junior,developer,no
united_states,34,male,post_graduate,computer_science,js,manager,data_scientist,yes
europe,34,male,post_graduate,stem,c,senior,administrator,no
united_states,34,male,post_graduate,other,c,senior,administrator,no
asia,34,female,post_graduate,other,js,senior,data_scientist,yes
united_states,34,female,post_graduate,other,python,senior,data_scientist,yes
united_states,34,male,post_graduate,other,c,senior,developer,yes
europe,34,male,post_graduate,other,js,senior,developer,yes
united_states,35,male,college,other,c,manager,administrator,yes
united_states,35,female,college,other,js,manager,data_scientist,yes
canada,35,female,college,other,js,manager,data_scientist,yes
asia,35,male,college,other,js,manager,developer,no
united_states,35,male,college,other,python,senior,data_scientist,yes
europe,35,male,high_school,stem,c,junior,developer,no
asia,35,male,high_school,other,js,manager,data_scientist,yes
united_states,35,male,high_school,other,c,manager,developer,no
europe,35,male,post_graduate,other,c,senior,developer,yes
europe,35,male,post_graduate,stem,c,senior,developer,yes
europe,36,male,college,other,c,senior,administrator,yes
europe,36,male,college,computer_science,python,senior,data_scientist,yes
middle_east,36,male,college,stem,c,senior,developer,yes
united_states,36,male,college,other,c,senior,developer,yes
united_states,36,female,college,other,js,senior,developer,yes
united_states,36,male,high_school,computer_science,c,senior,administrator,no
united_states,36,female,post_graduate,other,js,junior,developer,no
europe,36,male,post_graduate,stem,c,manager,administrator,yes
europe,36,male,post_graduate,computer_science,java,manager,administrator,yes
europe,36,male,post_graduate,stem,python,senior,data_scientist,yes
united_states,36,male,post_graduate,stem,python,senior,data_scientist,yes
united_states,36,male,post_graduate,other,c,senior,developer,yes
united_states,37,male,college,other,js,junior,data_scientist,yes
united_states,37,male,college,other,js,junior,developer,no
united_states,37,male,college,other,java,manager,administrator,yes
united_states,37,male,college,other,java,manager,developer,no
south_america,37,male,college,other,js,manager,developer,no
united_states,37,male,college,computer_science,python,new_grad,data_scientist,yes
canada,37,male,college,other,c,senior,developer,yes
united_states,37,male,college,other,java,senior,developer,yes
united_states,37,male,college,other,java,senior,developer,yes
united_states,37,male,college,other,js,senior,developer,yes
asia,37,male,college,stem,js,senior,developer,yes
united_states,37,female,high_school,other,java,manager,administrator,no
europe,37,male,high_school,other,python,senior,data_scientist,yes
united_states,37,female,post_graduate,other,java,senior,administrator,yes
united_states,37,male,post_graduate,computer_science,java,senior,administrator,yes
united_states,37,male,post_graduate,other,c,senior,developer,yes
europe,37,male,post_graduate,other,c,senior,developer,yes
europe,38,male,college,other,js,junior,developer,no
europe,38,female,college,stem,python,junior,developer,no
united_states,38,female,college,other,python,manager,data_scientist,yes
europe,38,male,college,stem,js,senior,data_scientist,yes
united_states,38,male,college,other,java,senior,developer,yes
united_states,38,male,high_school,other,sql,manager,developer,no
united_states,38,male,high_school,no_degree,python,student,data_scientist,yes
south_america,38,male,post_graduate,other,java,freelancer,developer,yes
united_states,38,male,post_graduate,other,java,junior,developer,no
united_states,38,male,post_graduate,other,python,junior,developer,no
south_america,38,male,post_graduate,other,c,senior,developer,yes
asia,39,male,college,other,c,senior,administrator,yes
europe,39,male,college,other,c,senior,developer,yes
united_states,39,male,college,other,java,senior,developer,yes
united_states,39,male,college,other,js,senior,developer,yes
middle_east,39,male,college,other,js,student,data_scientist,yes
united_states,39,male,high_school,computer_science,java,senior,developer,yes
united_states,39,male,high_school,other,js,senior,developer,yes
united_states,39,male,post_graduate,other,python,junior,data_scientist,yes
africa,39,male,post_graduate,stem,c,manager,administrator,yes
asia,39,male,post_graduate,other,java,manager,developer,no
united_states,39,male,post_graduate,other,java,senior,administrator,yes
europe,39,male,post_graduate,stem,js,senior,developer,yes
united_states,39,female,post_graduate,computer_science,python,student,data_scientist,yes
africa,40,male,college,other,python,freelancer,data_scientist,yes
united_states,40,male,college,stem,java,manager,developer,no
canada,40,male,college,computer_science,c,senior,administrator,yes
united_states,40,female,college,other,java,senior,administrator,yes
europe,40,male,college,other,java,senior,administrator,yes
europe,40,female,college,other,js,senior,developer,yes
united_states,40,male,college,other,sql,senior,developer,no
united_states,40,non-binary,high_school,other,java,senior,administrator,no
united_states,40,male,high_school,other,java,senior,administrator,no
canada,40,male,high_school,other,python,senior,administrator,no
africa,40,male,high_school,other,python,senior,data_scientist,yes
united_states,40,male,post_graduate,other,java,senior,administrator,yes
canada,40,male,post_graduate,other,java,senior,developer,yes
canada,40,male,post_graduate,other,python,student,data_scientist,yes
australia,41,male,college,other,c,freelancer,developer,yes
united_states,41,female,college,other,sql,freelancer,developer,no
united_states,41,male,college,other,java,junior,developer,no
europe,41,female,college,other,js,junior,developer,no
united_states,41,male,college,other,js,manager,data_scientist,yes
united_states,41,male,college,other,java,senior,administrator,yes
united_states,41,male,college,other,c,senior,developer,yes
australia,41,male,college,computer_science,java,senior,developer,yes
middle_east,41,male,college,other,sql,senior,developer,no
united_states,41,male,high_school,other,js,senior,developer,yes
europe,41,male,post_graduate,other,java,manager,developer,no
europe,41,male,post_graduate,other,c,senior,administrator,yes
united_states,41,male,post_graduate,other,java,senior,administrator,yes
united_states,41,male,post_graduate,other,java,senior,administrator,yes
europe,41,male,post_graduate,stem,js,senior,developer,yes
middle_east,41,male,post_graduate,stem,js,student,data_scientist,yes
europe,42,male,college,other,js,junior,developer,no
united_states,42,female,college,other,sql,junior,developer,no
united_states,42,female,college,other,c,senior,administrator,yes
united_states,42,male,high_school,other,java,junior,developer,no
united_states,42,male,high_school,other,java,junior,developer,no
europe,42,male,high_school,no_degree,sql,junior,developer,no
united_states,42,male,high_school,other,sql,manager,developer,no
united_states,42,male,post_graduate,other,java,junior,developer,no
united_states,42,male,post_graduate,other,c,manager,administrator,yes
united_states,42,male,post_graduate,stem,c,senior,administrator,yes
europe,42,male,post_graduate,other,java,senior,administrator,yes
united_states,42,female,post_graduate,other,js,senior,developer,yes
asia,42,female,post_graduate,computer_science,python,senior,developer,yes
united_states,42,male,post_graduate,other,js,student,data_scientist,yes
africa,43,male,college,other,sql,freelancer,developer,no
asia,43,male,college,other,python,manager,data_scientist,yes
united_states,43,male,college,other,c,manager,developer,no
united_states,43,male,college,other,js,manager,developer,no
united_states,43,male,college,computer_science,c,senior,administrator,yes
united_states,43,male,college,other,c,senior,administrator,yes
united_states,43,male,college,stem,js,senior,developer,yes
canada,43,male,college,computer_science,js,senior,developer,yes
africa,43,female,high_school,other,sql,freelancer,developer,no
europe,43,male,high_school,other,python,senior,data_scientist,yes
canada,43,female,post_graduate,other,c,manager,administrator,yes
united_states,43,female,post_graduate,other,js,student,data_scientist,yes
europe,44,male,college,other,js,junior,developer,no
asia,44,female,college,stem,java,senior,developer,yes
united_states,44,female,college,stem,js,senior,developer,yes
united_states,44,male,college,other,sql,senior,developer,no
united_states,44,male,high_school,computer_science,sql,senior,developer,no
united_states,44,male,post_graduate,other,js,junior,developer,no
australia,44,male,post_graduate,other,c,senior,developer,yes
europe,44,female,post_graduate,other,js,senior,developer,yes
asia,44,male,post_graduate,other,js,student,data_scientist,yes
canada,45,male,college,computer_science,java,senior,developer,yes
europe,46,male,college,computer_science,c,freelancer,administrator,yes
canada,46,male,college,other,java,senior,developer,yes
europe,46,male,post_graduate,stem,c,manager,administrator,yes
united_states,47,male,college,other,sql,senior,developer,no
united_states,47,male,post_graduate,stem,python,manager,data_scientist,yes
united_states,48,female,college,computer_science,python,junior,data_scientist,yes
south_america,48,male,post_graduate,other,sql,freelancer,developer,no
middle_east,48,male,post_graduate,computer_science,c,senior,administrator,yes
united_states,50,male,college,other,c,manager,administrator,yes
europe,50,male,college,other,java,manager,developer,no
europe,50,male,high_school,other,js,senior,developer,yes
australia,50,female,post_graduate,computer_science,c,senior,administrator,yes
united_states,51,male,college,stem,sql,manager,developer,no
united_states,51,male,college,other,c,senior,administrator,yes
middle_east,51,male,high_school,stem,java,manager,developer,no
united_states,51,male,post_graduate,other,c,senior,developer,yes
south_america,52,male,college,other,c,freelancer,administrator,yes
united_states,52,female,college,other,js,manager,data_scientist,yes
europe,52,male,college,stem,js,senior,developer,yes
canada,52,male,college,other,sql,senior,developer,no
united_states,52,male,high_school,other,python,senior,data_scientist,yes
south_america,52,male,post_graduate,computer_science,sql,senior,developer,no
united_states,53,male,college,other,js,manager,data_scientist,yes
united_states,53,male,college,computer_science,python,senior,data_scientist,yes
australia,53,male,high_school,other,c,manager,administrator,no
europe,53,male,high_school,other,c,senior,administrator,no
united_states,53,male,post_graduate,computer_science,js,student,data_scientist,yes
united_states,54,male,high_school,other,js,senior,developer,yes
united_states,57,male,college,other,c,senior,administrator,yes
united_states,61,male,college,computer_science,sql,senior,developer,no
europe,61,male,post_graduate,other,sql,senior,developer,no
united_states,64,male,college,other,c,manager,administrator,yes
